age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,zscores
56,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,1,-1,0,unknown,no,-0.34363352966055655
38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,no,-0.44249280021842574
34,technician,married,secondary,no,0,no,no,cellular,5,aug,95,2,-1,0,unknown,no,-0.4474193419405787
60,retired,married,secondary,no,1339,no,yes,cellular,22,jul,137,1,-1,0,unknown,no,-0.007643384209725325
34,admin.,single,tertiary,no,4254,yes,no,cellular,18,may,104,3,178,1,success,no,0.949747890461998
54,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,2,-1,0,unknown,no,-0.175802674992546
46,services,married,secondary,no,0,no,no,unknown,17,jun,77,5,-1,0,unknown,no,-0.4474193419405787
32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,no,-0.35250130476043184
54,blue-collar,married,secondary,no,524,yes,no,unknown,15,may,55,1,-1,0,unknown,no,-0.27531881778003564
26,technician,single,tertiary,no,3411,no,no,cellular,18,feb,236,1,183,2,success,no,0.6728762456770022
50,housemaid,married,secondary,no,1954,no,yes,cellular,28,jul,438,4,-1,0,unknown,no,0.19434482639854564
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,no,-0.414575730459559
42,blue-collar,divorced,secondary,no,3407,no,no,cellular,7,jul,277,2,-1,0,unknown,no,0.6715625012177614
45,entrepreneur,married,secondary,no,4688,no,no,cellular,7,jul,112,10,-1,0,unknown,no,1.0922891642896233
56,retired,married,secondary,no,5737,no,no,cellular,5,feb,11,5,-1,0,unknown,no,1.4368186487255195
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes,0.7664805383979082
46,admin.,divorced,secondary,no,289,no,yes,cellular,21,jul,76,3,-1,0,unknown,no,-0.35250130476043184
25,management,single,tertiary,no,314,no,yes,cellular,8,jul,455,1,-1,0,unknown,no,-0.3442904018901769
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no,0.3060131054340125
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes,0.04720544696357752
34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,no,-0.3758202689119558
47,management,married,secondary,no,1083,no,no,cellular,25,aug,141,4,-1,0,unknown,no,-0.09172302960113568
47,management,married,tertiary,no,1884,yes,yes,cellular,19,aug,74,2,-1,0,unknown,no,0.17135429836183186
52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,unknown,no,-0.33148139341257926
41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no,-0.4185169638372814
43,blue-collar,married,primary,no,720,no,no,unknown,25,jun,168,8,-1,0,unknown,no,-0.21094533927723708
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,unknown,no,2.0217633692024797
35,admin.,married,secondary,no,1035,yes,yes,unknown,9,jun,274,2,-1,0,unknown,no,-0.10748796311202512
52,blue-collar,married,secondary,no,8979,yes,no,telephone,20,nov,72,3,-1,0,unknown,no,2.501608532940177
42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,yes,-0.2697354038282623
58,unemployed,married,primary,no,4967,no,no,telephone,4,feb,176,3,-1,0,unknown,no,1.1839228403216682
34,management,single,tertiary,no,872,yes,no,unknown,7,may,105,2,-1,0,unknown,no,-0.16102304982608717
50,admin.,divorced,secondary,no,3043,yes,no,unknown,3,jun,113,4,-1,0,unknown,no,0.5520117554268498
36,services,married,secondary,no,981,no,no,unknown,16,jun,1093,1,-1,0,unknown,yes,-0.12522351331177572
38,retired,married,unknown,no,304,no,no,cellular,11,may,94,1,350,5,other,no,-0.3475747630382789
49,admin.,married,secondary,no,0,yes,yes,unknown,3,jun,50,3,-1,0,unknown,no,-0.4474193419405787
49,technician,married,primary,no,486,no,no,telephone,7,jul,229,5,-1,0,unknown,no,-0.2877993901428231
30,blue-collar,single,primary,no,0,yes,no,cellular,20,nov,1329,2,-1,0,unknown,no,-0.4474193419405787
28,management,single,tertiary,no,203,no,no,cellular,29,jan,145,2,-1,0,unknown,no,-0.38074681063410876
26,blue-collar,single,primary,no,-295,yes,no,cellular,6,may,138,1,-1,0,unknown,no,-0.5443079958095867
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no,0.07282346391877285
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no,0.10730925597384351
28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,no,-0.4447918530220971
39,services,single,secondary,no,1163,yes,no,cellular,7,may,432,3,363,2,other,no,-0.06544814041631994
41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,yes,0.2836794496269191
38,services,single,secondary,no,4317,yes,no,cellular,2,feb,216,2,-1,0,unknown,no,0.9704393656950404
38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209,12,-1,0,unknown,no,-0.6014558797865609
29,admin.,single,tertiary,no,1501,yes,no,cellular,18,may,316,1,-1,0,unknown,no,0.045563266389526534
36,services,single,primary,no,38,no,no,unknown,6,jun,308,4,-1,0,unknown,no,-0.4349387695777912
31,management,married,tertiary,no,1260,no,yes,unknown,21,may,93,1,-1,0,unknown,no,-0.03358983727973086
28,management,single,tertiary,no,730,yes,no,cellular,26,aug,78,6,85,5,other,no,-0.2076609781291351
37,admin.,single,secondary,no,155,yes,no,unknown,26,may,460,1,-1,0,unknown,no,-0.3965117441449982
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,no,-0.4559586809256438
35,technician,married,secondary,no,481,yes,yes,telephone,28,jan,141,4,164,1,other,no,-0.2894415707168741
31,management,single,tertiary,no,0,yes,no,unknown,23,may,391,1,-1,0,unknown,no,-0.4474193419405787
41,services,married,secondary,no,1836,yes,yes,cellular,15,apr,139,1,-1,0,unknown,no,0.15558936485094244
65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,yes,-0.2546273425469932
30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,no,-0.4474193419405787
28,services,single,tertiary,no,441,no,no,cellular,8,nov,106,1,-1,0,unknown,no,-0.30257901530928194
37,blue-collar,married,secondary,no,2364,yes,no,cellular,12,may,40,4,-1,0,unknown,no,0.32900363347072625
41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,no,-0.3416629129716953
31,management,married,tertiary,no,181,yes,no,cellular,10,jul,497,1,-1,0,unknown,no,-0.3879724051599331
30,services,single,tertiary,no,542,yes,no,unknown,7,may,435,2,-1,0,unknown,no,-0.2694069677134521
36,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,72,1,-1,0,unknown,no,-0.4474193419405787
44,management,married,tertiary,no,756,yes,no,cellular,18,nov,65,1,130,2,failure,no,-0.19912163914407
31,entrepreneur,single,secondary,no,0,yes,no,cellular,20,nov,258,1,-1,0,unknown,no,-0.4474193419405787
53,unknown,married,unknown,no,549,no,no,telephone,28,jan,74,2,-1,0,unknown,no,-0.2671079149097807
55,management,married,tertiary,no,86,no,no,telephone,16,jun,64,1,-1,0,unknown,no,-0.4191738360669018
66,retired,single,tertiary,no,0,no,no,cellular,12,oct,79,2,-1,0,unknown,no,-0.4474193419405787
47,blue-collar,married,primary,no,1610,yes,no,unknown,12,jun,68,1,-1,0,unknown,no,0.08136280290383797
27,admin.,single,secondary,no,0,yes,no,cellular,18,may,552,5,-1,0,unknown,no,-0.4474193419405787
24,student,single,primary,no,1283,no,no,cellular,2,apr,225,2,-1,0,unknown,no,-0.02603580663909634
38,admin.,divorced,secondary,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown,no,0.7842160885976589
23,student,single,tertiary,no,577,no,no,cellular,27,apr,44,3,-1,0,unknown,no,-0.2579117036950952
31,management,single,tertiary,no,2137,no,no,cellular,6,feb,132,1,-1,0,unknown,no,0.25444863540881163
33,admin.,married,tertiary,no,1636,yes,yes,cellular,3,apr,105,1,136,1,failure,no,0.08990214188890308
32,technician,married,secondary,no,163,yes,yes,cellular,28,jul,73,3,-1,0,unknown,no,-0.3938842552265166
27,blue-collar,married,secondary,no,5854,no,no,cellular,15,may,255,2,-1,0,unknown,no,1.4752456741583124
49,services,married,secondary,no,4697,yes,no,cellular,31,jul,66,1,-1,0,unknown,no,1.095245089322915
37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,unknown,no,-0.2661226065653501
37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure,no,0.5520117554268498
31,management,single,tertiary,no,357,yes,no,unknown,23,may,77,3,-1,0,unknown,no,-0.33016764895333844
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes,1.5383054082018703
51,blue-collar,divorced,primary,no,-380,yes,no,unknown,26,may,181,1,-1,0,unknown,no,-0.5722250655684534
31,services,married,secondary,no,1004,no,no,cellular,5,feb,96,6,-1,0,unknown,no,-0.11766948267114122
32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,no,0.9671550045469384
27,admin.,single,secondary,no,-172,no,yes,cellular,9,feb,125,5,-1,0,unknown,no,-0.5039103536879325
53,services,divorced,secondary,no,43,yes,no,unknown,3,jun,70,6,-1,0,unknown,no,-0.43329658900374024
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown,no,-0.28747095402801287
31,student,single,unknown,no,2882,yes,no,cellular,6,may,158,2,-1,0,unknown,no,0.49913354094240814
37,management,married,secondary,no,565,no,no,cellular,5,may,329,1,6,2,success,no,-0.26185293707281754
32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,no,-0.5814212767831389
39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,2,-1,0,unknown,no,-0.48026295342159836
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,no,1.6240272341673316
47,technician,married,tertiary,no,213,no,no,cellular,1,jun,154,1,-1,0,unknown,no,-0.37746244948600677
39,blue-collar,divorced,primary,no,4168,yes,no,unknown,20,jun,172,3,-1,0,unknown,no,0.921502384588321
37,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,129,3,-1,0,unknown,no,-0.4474193419405787
45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no,-0.1495277858077303
41,management,married,primary,no,362,yes,no,cellular,12,may,217,3,-1,0,unknown,no,-0.3285254683792875
41,services,divorced,secondary,no,-170,yes,no,cellular,8,may,125,1,-1,0,unknown,no,-0.5032534814583121
33,technician,married,secondary,no,3107,no,yes,cellular,7,aug,181,2,-1,0,unknown,no,0.5730316667747024
46,admin.,divorced,secondary,no,99,no,no,unknown,14,jul,18,1,-1,0,unknown,no,-0.4149041665743692
30,student,single,secondary,no,3096,no,no,cellular,2,aug,226,3,188,1,failure,no,0.5694188695117902
36,blue-collar,married,primary,no,21,no,no,telephone,20,nov,35,1,-1,0,unknown,no,-0.4405221835295645
54,retired,married,secondary,no,303,yes,no,cellular,20,apr,240,1,349,2,failure,no,-0.3479031991530891
33,technician,married,secondary,no,1166,no,no,cellular,11,aug,90,3,-1,0,unknown,no,-0.06446283207188935
36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no,-0.10026236858620079
43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no,0.6085027671742036
35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,unknown,no,0.11322110604042705
52,blue-collar,married,primary,no,0,no,no,cellular,11,aug,179,4,-1,0,unknown,no,-0.4474193419405787
36,blue-collar,single,secondary,no,767,no,no,cellular,5,feb,77,1,-1,0,unknown,no,-0.19550884188115783
37,admin.,single,secondary,no,483,no,no,cellular,31,jul,11,11,-1,0,unknown,no,-0.2887846984872537
56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes,-0.42344350555943433
19,student,single,secondary,no,527,no,no,cellular,4,sep,154,3,-1,0,unknown,no,-0.274333509435605
36,management,single,secondary,no,1785,no,no,cellular,21,nov,136,2,-1,0,unknown,no,0.1388391229956224
54,self-employed,married,tertiary,no,66,yes,no,telephone,12,may,246,2,-1,0,unknown,no,-0.4257425583631057
24,admin.,single,secondary,no,-98,yes,no,cellular,16,jun,229,1,-1,0,unknown,no,-0.47960608119197795
77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown,yes,0.14606471752144673
58,services,married,secondary,no,4428,no,no,telephone,18,nov,234,3,-1,0,unknown,no,1.0068957744389722
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes,-0.08942397679746429
46,services,married,secondary,no,301,no,no,cellular,26,aug,241,7,-1,0,unknown,no,-0.34856007138270945
27,unemployed,married,secondary,no,1228,no,no,cellular,15,jul,77,2,-1,0,unknown,no,-0.04409979295365716
41,blue-collar,married,secondary,no,108,yes,yes,unknown,7,may,203,1,-1,0,unknown,no,-0.41194824154107745
54,blue-collar,single,secondary,no,105,yes,no,cellular,17,apr,226,1,326,3,failure,no,-0.412933549885508
25,management,single,secondary,no,1923,no,yes,cellular,8,jul,71,1,-1,0,unknown,no,0.18416330683942952
38,entrepreneur,married,primary,no,0,yes,no,cellular,30,jul,172,4,-1,0,unknown,no,-0.4474193419405787
31,blue-collar,married,secondary,no,822,yes,no,unknown,13,may,185,6,-1,0,unknown,no,-0.177444855566597
34,technician,single,secondary,no,161,no,no,cellular,21,aug,406,1,-1,0,unknown,no,-0.394541127456137
37,housemaid,divorced,secondary,no,1040,yes,no,cellular,21,nov,567,1,184,1,other,no,-0.10584578253797414
56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no,-0.3541434853344828
60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no,-0.36136907986030714
48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,85,9,-1,0,unknown,no,-0.4474193419405787
35,technician,single,tertiary,no,1455,yes,no,unknown,15,may,70,6,-1,0,unknown,no,0.03045520510825749
46,technician,married,secondary,no,278,yes,no,cellular,10,jul,185,1,-1,0,unknown,no,-0.356114102023344
35,blue-collar,divorced,secondary,no,286,yes,no,cellular,15,may,158,1,365,4,other,no,-0.3534866131048624
31,admin.,married,secondary,no,3584,yes,yes,cellular,18,nov,467,1,-1,0,unknown,no,0.7296956935391662
36,services,single,secondary,no,9231,no,no,unknown,18,jun,270,3,-1,0,unknown,no,2.584374433872347
59,housemaid,single,unknown,no,4639,no,no,unknown,20,jun,24,5,-1,0,unknown,no,1.0761957946639238
55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,yes,-0.431325972314879
34,management,married,tertiary,no,395,yes,no,cellular,19,nov,202,2,-1,0,unknown,no,-0.317687076590551
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,31,jul,34,5,-1,0,unknown,no,0.23112967125728764
46,admin.,married,primary,no,40,yes,no,unknown,7,may,591,3,-1,0,unknown,no,-0.4342818973481708
34,management,married,tertiary,no,1778,no,no,cellular,5,feb,99,1,93,3,success,no,0.13654007019195102
61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,unknown,yes,-0.0999339324713906
42,admin.,single,unknown,no,-138,yes,no,unknown,26,may,109,1,-1,0,unknown,no,-0.4927435257843858
32,management,single,tertiary,no,1756,yes,no,unknown,21,may,206,3,-1,0,unknown,no,0.1293144756661267
59,admin.,married,unknown,no,283,no,yes,unknown,17,nov,300,1,-1,0,unknown,no,-0.354471921449293
40,admin.,single,unknown,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no,-0.30980460983510627
38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no,-0.40209515809677154
48,housemaid,married,primary,no,380,yes,no,cellular,22,jul,188,5,-1,0,unknown,no,-0.3226136183127039
57,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no,-0.3505306880715707
44,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,101,2,-1,0,unknown,no,-0.4474193419405787
38,services,married,secondary,no,-448,yes,no,cellular,21,jul,929,15,-1,0,unknown,no,-0.5945587213755468
34,admin.,single,secondary,no,10,no,yes,unknown,29,may,310,3,-1,0,unknown,no,-0.4441349807924767
48,self-employed,married,tertiary,no,929,no,no,cellular,29,jan,223,1,-1,0,unknown,no,-0.14230219128190597
34,technician,single,secondary,no,1866,no,no,cellular,8,may,134,3,185,1,failure,no,0.16544244829524832
58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,255,6,189,1,other,no,0.04753388307838772
26,management,single,tertiary,no,383,no,no,cellular,6,feb,645,2,-1,0,unknown,no,-0.32162830996827335
56,unemployed,married,primary,no,882,no,no,unknown,5,jun,169,1,-1,0,unknown,no,-0.1577386886779852
31,blue-collar,married,secondary,no,864,yes,yes,cellular,13,may,127,1,-1,0,unknown,no,-0.16365053874456875
54,management,married,secondary,no,0,no,no,cellular,19,nov,106,1,-1,0,unknown,no,-0.4474193419405787
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes,0.19664387920221701
37,technician,married,secondary,no,729,no,no,cellular,28,aug,156,8,-1,0,unknown,no,-0.2079894142439453
60,housemaid,married,primary,no,0,no,no,unknown,18,jun,138,1,-1,0,unknown,no,-0.4474193419405787
58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,no,-0.38337429955259034
29,management,married,tertiary,no,168,yes,no,unknown,28,may,119,1,-1,0,unknown,no,-0.39224207465246563
39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,unknown,no,-0.4474193419405787
43,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,105,1,-1,0,unknown,no,-0.4474193419405787
34,technician,married,secondary,no,7171,yes,no,cellular,19,nov,523,2,-1,0,unknown,no,1.9077960373633416
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no,-0.2861572095687721
33,self-employed,divorced,tertiary,no,454,no,yes,cellular,18,nov,134,1,-1,0,unknown,no,-0.2983093458167494
35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes,-0.39946766917828996
36,technician,married,secondary,no,0,yes,no,cellular,21,jul,193,5,-1,0,unknown,no,-0.4474193419405787
48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes,0.2958315858748964
34,management,married,tertiary,no,159,yes,yes,cellular,9,apr,150,1,275,2,other,no,-0.3951979996857574
40,management,single,tertiary,no,0,no,yes,cellular,17,nov,657,1,-1,0,unknown,no,-0.4474193419405787
26,blue-collar,single,primary,no,409,yes,no,cellular,21,jul,577,2,-1,0,unknown,yes,-0.31308897098320826
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,343,10,failure,no,-0.1981363307996394
82,retired,married,primary,no,103,no,no,cellular,1,sep,368,1,-1,0,unknown,no,-0.4135904221151284
30,management,single,tertiary,no,520,yes,no,cellular,6,feb,157,5,-1,0,unknown,no,-0.2766325622392764
38,management,single,tertiary,no,4841,no,no,cellular,22,may,580,3,-1,0,unknown,no,1.1425398898555834
31,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,may,134,1,-1,0,unknown,no,-0.010927745357827291
58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,-1,0,unknown,no,-0.22145529495116337
54,housemaid,married,secondary,no,1977,no,no,unknown,16,jun,69,3,-1,0,unknown,no,0.20189885703918015
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,no,-0.1291647466894981
46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other,yes,-0.4474193419405787
